title,vote_count,vote_average
The Last Five Years,145.0,5.5
Naked,4.0,5.0
The Ghosts in Our Machine,3.0,8.0
Crimson Peak,1494.0,6.4
As Dreamers Do,7.0,4.6
Dragonheart 3: The Sorcerer's Curse,82.0,4.5
12:01 PM,6.0,5.8
Robin Williams: An Evening with Robin Williams,11.0,7.0
The Great Los Angeles Earthquake,5.0,6.8
Bride of Boogedy,3.0,4.8
Chris Rock: Bigger & Blacker,24.0,7.8
Chris Rock: Bring the Pain,18.0,7.7
Crockdale,0.0,0.0
Wasteland,0.0,0.0
Beau Brummell: This Charming Man,3.0,5.5
Casanova,15.0,7.5
Chaar Sahibzaade,4.0,6.6
Queen of the Mountains,0.0,0.0
Hababam Sınıfı Sınıfta Kaldı,12.0,7.8
Yesterday,4.0,7.5
Anbe Sivam,8.0,7.2
The Moromete Family,9.0,7.4
Şaban Oğlu Şaban,7.0,8.4
1 - Nenokkadine,13.0,5.8
Bey Yaar,3.0,8.0
The Outsider,17.0,6.1
Un Papillon sur l'épaule,6.0,5.6
Love at the Top,8.0,6.8
Deported Women of the SS Special Section,0.0,0.0
Women in Cell Block 7,2.0,5.5
Life's a Breeze,13.0,6.0
O Amor Natural,1.0,8.0
The Forgotten Space,2.0,3.5
The Runner from Ravenshead,0.0,0.0
Plato's Academy,9.0,7.7
Cloudburst,14.0,6.6
A One-Way Trip to Antibes,2.0,6.0
Mike Birbiglia: My Girlfriend's Boyfriend,16.0,8.1
Tom Segura: Completely Normal,8.0,8.1
Le bel indifférent,1.0,6.0
Mike Birbiglia: What I Should Have Said Was Nothing,11.0,7.0
Heads,0.0,0.0
Heckler,19.0,5.7
The High Sign,18.0,7.2
Wild Honey,0.0,0.0
"Ilsa, Harem Keeper of the Oil Sheiks",14.0,4.6
Bare Knuckles,0.0,0.0
Hollywood between Paranoia and Sci-Fi. The Power of Myth,0.0,0.0
"Honey, We Shrunk Ourselves",142.0,5.1
Hotel Hell Vacation,8.0,5.5
"Standing Aside, Watching",1.0,5.0
Kinetta,4.0,5.5
House IV,15.0,3.6
I Love Sarah Jane,7.0,5.1
Céleste,1.0,5.0
Sugarbaby,4.0,6.0
Mahler on the Couch,3.0,7.7
Gamera vs. Zigra,8.0,3.2
Stitch! The Movie,112.0,6.2
Phantom Pain,8.0,5.3
The Invisible Frame,5.0,7.2
Hot Tub Time Machine 2,360.0,5.0
"She No Longer Talks, She Shoots",2.0,4.5
Music for One Apartment and Six Drummers,5.0,7.0
The Stone Council,9.0,5.0
Lascars,55.0,6.7
The French Kissers,94.0,5.4
JohnnyExpress,19.0,7.9
Calcutta,2.0,5.0
Night of the Devils,9.0,6.0
Up in the Wind,2.0,3.0
Lovestruck: The Musical,53.0,5.7
Getting Go: The Go Doc Project,10.0,6.5
Eddie Izzard: Glorious,21.0,6.4
Eddie Izzard: Circle,10.0,7.4
Secrets of Eden,6.0,4.8
The Man in the Orange Jacket,7.0,5.3
Perez.,20.0,6.2
The Coven,1.0,2.0
Sense and Sensibility,19.0,7.9
Serving Life,1.0,9.0
People of the Wind,0.0,0.0
A Reflection of Fear,2.0,8.0
"Ilsa, the Mad Butcher",16.0,5.0
Love Letters of a Portuguese Nun,7.0,6.5
Blue Rita,4.0,4.8
Women in Cellblock 9,6.0,5.3
Love Camp,5.0,6.2
Lost and Found,4.0,5.0
Tragic Ceremony,4.0,6.0
The Iguana with the Tongue of Fire,6.0,5.0
Murder Obsession,6.0,4.8
Joanna,2.0,6.0
Our Curse,2.0,6.0
Banklady,13.0,6.3
What Other Couples Do,2.0,1.5
Tokyo Fiancée,32.0,6.0
La montaña rusa,3.0,5.0
The Song,33.0,5.9
The Testimony,2.0,5.5
Lost Youth,1.0,6.0
The Sea That Thinks,5.0,6.8
The Clowns,10.0,6.4
Memphis,6.0,5.6
Cinderella,9.0,5.3
Thicker than Water,2.0,5.5
How to Fall in Love,20.0,5.2
The Time Being,8.0,4.9
Universal Soldier,1.0,7.0
The Limping Man,3.0,5.7
Impulse,2.0,5.3
Tarzan's Savage Fury,2.0,5.0
The Argyle Secrets,2.0,6.0
Out of Nature,9.0,7.1
Northmen: A Viking Saga,127.0,5.3
Reflections,5.0,3.9
Believe Me,18.0,4.8
The Invisible Ones,9.0,6.6
J.D.'s Revenge,3.0,6.7
The Monkey Hustle,2.0,5.8
Tis kakomoiras,8.0,7.9
Afstiros katallilo,4.0,7.5
Loaf and Camouflage,9.0,7.4
Exhibition,11.0,5.0
Superfast!,94.0,4.5
Nocturne Indien,1.0,10.0
Fort Saganne,7.0,6.9
Police Python 357,10.0,6.2
France société anonyme,1.0,4.0
The Do-Deca-Pentathlon,12.0,4.8
Adios Carmen,1.0,7.0
Zero,1.0,8.0
Bandaged,4.0,4.8
A Gun For Jennifer,3.0,7.0
Effie Gray,49.0,6.2
Grigris,6.0,6.7
Camp,4.0,7.5
Pretty Things,15.0,5.0
Wu yen,1.0,6.0
Sexual Predator,8.0,5.3
Broken Bridges,6.0,4.3
Reality,84.0,7.0
One on Top of the Other,12.0,7.0
Hell Behind the Bars,1.0,6.0
The Dove Must Not Fly,0.0,0.0
Lo sgarbo,0.0,0.0
Julia,30.0,5.0
A Summer in La Goulette,4.0,6.0
Schtonk!,16.0,6.7
"Norte, the End of History",15.0,7.1
Han Gong-ju,25.0,7.3
Hysteria: The Def Leppard Story,8.0,5.2
The Package,36.0,4.7
A Short History of Decay,2.0,6.0
Hansel and Gretel Get Baked,68.0,4.8
Freeheld,2.0,8.5
Focus,2588.0,6.7
The Gamers,13.0,6.7
Garage Sale Mystery,15.0,5.9
Merchants of Doubt,36.0,7.5
Every Thing Will Be Fine,79.0,5.3
The Adopted,29.0,6.9
History of Fear,5.0,5.4
The SpongeBob Movie: Sponge Out of Water,733.0,5.7
Demonic,153.0,5.0
The Night Child,8.0,5.9
What Have They Done to Your Daughters?,13.0,7.1
Venus in Furs,0.0,0.0
A Black Veil for Lisa,4.0,5.4
Bandidos,6.0,6.3
Heavy Petting,0.0,0.0
If You Don't Stop It...You'll Go Blind!!!,0.0,0.0
In God We Teach,1.0,4.0
Into the Deep,3.0,4.8
Marvel One-Shot: Item 47,114.0,6.6
Jim Carrey: Unnatural Act,13.0,7.8
Sold Out: A Threevening with Kevin Smith,13.0,7.0
Lady Dragon,5.0,5.7
Tomie: Unlimited,9.0,4.8
La Domination Masculine,4.0,5.8
Foon,3.0,3.3
The Confessions of Bernhard Goetz,0.0,0.0
In the Name of the Law,2.0,7.0
The Magic Flute,6.0,6.9
The City Defends Itself,0.0,0.0
Un maledetto imbroglio,6.0,6.8
Gelosia,1.0,3.0
Daddy's Deadly Darling,7.0,4.0
"Throw Away Your Books, Rally in the Streets",6.0,8.0
The Second Best Exotic Marigold Hotel,277.0,6.3
Home at Seven,4.0,5.8
Love and Bullets,6.0,7.1
Piggy,16.0,5.2
Ugly,19.0,7.2
Personal Tailor,6.0,5.4
Hank and Asha,2.0,4.0
Thank You a Lot,0.0,0.0
Le party,2.0,7.5
Legalese,1.0,4.0
Little Sister,3.0,4.0
Ingenious,25.0,5.3
JFK: The Smoking Gun,1.0,0.0
The Legend of Bloody Jack,3.0,3.8
The Unholy Four,2.0,6.0
Charleston,10.0,5.3
Trinità & Bambino... e adesso tocca a noi,0.0,0.0
The Immortal Bachelor,2.0,6.0
Diary Of A Telephone Operator,0.0,0.0
The Protagonists,1.0,5.0
Bachelor Party Vegas,18.0,5.0
A Fugitive from the Past,7.0,7.5
A Blank on the Map,0.0,0.0
Cool Breeze,3.0,6.0
Arabian Adventure,8.0,5.8
Fear in the Night,6.0,6.7
Twins of Evil,33.0,6.8
The Hellfire Club,1.0,0.0
Sword of Sherwood Forest,7.0,5.4
Sherlock Holmes and the Masks of Death,2.0,6.5
Vuonna 85,4.0,6.1
Teen Spirit,4.0,3.8
George Carlin: It's Bad for Ya!,33.0,8.1
Poison,7.0,5.1
Forgive Me,7.0,7.0
Papa,11.0,6.1
Letters From a Killer,22.0,5.0
Call Me Elisabeth,2.0,5.5
The Color of Milk,2.0,5.0
Repatriation,1.0,5.0
Slingshot Hip Hop,2.0,9.0
Island,2.0,5.5
Parked,18.0,6.7
Code Name Coq Rouge,5.0,5.8
So Ends Our Night,1.0,6.0
66 Scenes from America,3.0,7.0
Jimi Hendrix: Hear My Train A Comin',12.0,6.6
Death of a Corrupt Man,15.0,6.2
The Third Reich: The Rise & Fall,4.0,9.0
Ismael,16.0,5.9
Tracers,437.0,5.9
"McFarland, USA",216.0,7.4
A Black Ribbon for Deborah,0.0,0.0
We Always Lie to Strangers,1.0,5.0
Kids for Cash,27.0,6.9
Bomber,3.0,6.0
Missionary,7.0,5.1
Wolf Totem,137.0,6.4
Urban Warriors,0.0,0.0
Shoot the Living and Pray for the Dead,4.0,3.6
Who Killed the Prosecutor and Why?,1.0,6.0
Hole in the Forehead,0.0,0.0
Arnold,3.0,4.8
The Robot vs. The Aztec Mummy,10.0,2.8
The Forgotten Woman,0.0,0.0
My Own Man,3.0,7.3
The Lazarus Effect,517.0,5.1
The Walking Hills,4.0,4.8
Too Many Ways to Be No. 1,1.0,5.0
Assa,11.0,6.8
Los Flamencos,3.0,6.5
My Best Friend's Wife,12.0,6.3
That's Life,206.0,7.5
Chiedimi se sono felice,273.0,7.5
Cose da pazzi,25.0,6.9
Bad Man's River,7.0,4.0
The Fourth Victim,2.0,6.3
Life Goes On,7.0,5.5
Unfinished Business,322.0,5.0
Gods,38.0,7.9
Mutantes,3.0,4.0
The Connection,259.0,7.1
The Beehive,9.0,7.2
Unchained,0.0,0.0
The Children of Sanchez,2.0,6.0
Street People,3.0,6.2
Violence for Kicks,1.0,6.0
The Police Serve the Citizens?,2.0,6.8
Covert Action,0.0,0.0
Jacky in the Kingdom of Women,47.0,5.5
Soulless,25.0,5.5
Arc,4.0,6.0
Chronic Town,0.0,0.0
Ghost in the Shell Arise - Border 1: Ghost Pain,50.0,7.1
About Alex,60.0,6.3
Xuxa in Crystal Moon,16.0,5.6
Dhobi Ghat,18.0,6.7
Raanjhanaa,34.0,6.3
Casbah,2.0,5.5
New Scenes from America,1.0,8.0
The Adventurers,1.0,6.5
The Voice of the Moon,10.0,6.7
Whitey: United States of America v. James J. Bulger,28.0,6.3
Spare Parts,65.0,6.6
Bikes vs Cars,3.0,7.7
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,27.0,6.4
Animals United,94.0,5.5
Impy's Wonderland,9.0,7.1
Tom and Jerry: The Lost Dragon,8.0,6.4
The Impossible Voyage,32.0,7.1
Capturing Mary,6.0,6.0
Floating Skyscrapers,22.0,5.8
Plastic Paradise: The Great Pacific Garbage Patch,6.0,6.2
Falcon Rising,72.0,5.6
Somewhere Under the Broad Sky,1.0,5.0
Old Man Drinking a Glass of Beer,4.0,5.0
Dickson Greeting,13.0,4.8
To Write Love on Her Arms,48.0,6.8
Lights Out,12.0,5.7
Bright Days Ahead,10.0,5.6
Mardock Scramble: The Second Combustion,17.0,6.4
"My Wife, A Body to Love",0.0,0.0
Gardenia,0.0,0.0
Pigs with a P.38,0.0,0.0
"Clap, You're Dead",0.0,0.0
Orders Signed in White,0.0,0.0
Fear In The City,0.0,0.0
The Flower with Petals of Steel,2.0,7.0
The Last Hours of a Virgin,0.0,0.0
Moving Alan,0.0,0.0
Papusza,4.0,7.6
The Return of the Exorcist,1.0,4.0
The Floating Castle,4.0,5.9
Familiar Ground,2.0,6.5
Club Sandwich,9.0,5.4
Playing,14.0,7.4
Rings,32.0,5.4
Butterflies Have No Memories,2.0,8.5
The Dependent,4.0,8.8
Nazareno Cruz and the Wolf,2.0,7.0
Bestiary,2.0,7.5
Carcasses,3.0,7.7
The Gold Bug,0.0,0.0
Independence,2.0,5.0
Autohystoria,2.0,6.5
La Morte Rouge,2.0,5.5
Sacro GRA,17.0,5.7
Gimme the Loot,10.0,6.3
Run All Night,1169.0,6.3
Event 15,20.0,4.7
The Killers,16.0,6.3
Asthma,26.0,6.5
Refuge,5.0,6.4
Melody,13.0,7.4
Assassin,13.0,3.8
Rich Hill,23.0,7.6
Our Vinyl Weighs a Ton: This Is Stones Throw Records,10.0,6.8
The Huns,0.0,0.0
Mission Bloody Mary,0.0,0.0
Password: Uccidete agente Gordon,0.0,0.0
The incredible Paris Incident,1.0,1.0
The Sinful Nuns of Saint Valentine,5.0,5.2
One Man Against the Organization,0.0,0.0
Broken Blossoms,1.0,5.0
Rio,1.0,5.0
The Lodger,13.0,6.0
Guest in the House,4.0,3.1
Singapore,4.0,5.9
The Diamond Queen,0.0,0.0
Stand by Me Doraemon,103.0,7.0
Saints and Soldiers: The Void,22.0,5.2
Little Deaths,25.0,4.8
The Boxer's Omen,14.0,7.3
Found,43.0,6.3
Late Phases,85.0,5.6
Thanatomorphose,12.0,5.9
Dracula in Pakistan,1.0,4.0
Digging Up the Marrow,62.0,5.6
Clown,372.0,5.3
Pauline détective,18.0,4.9
Kingdom of Shadows,1.0,7.0
Des roses en hiver,1.0,6.5
Des fleurs pour Algernon,6.0,7.1
Darling,10.0,6.5
Memory Lane,2.0,5.0
Camille Rewinds,62.0,6.0
Road Hard,8.0,6.6
Nymph,22.0,4.0
Cinderella,2426.0,6.7
Frozen Fever,630.0,6.9
Lost for Life,8.0,5.6
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,1.0,7.0
Our Summer in Provence,84.0,6.5
Kidnapping Mr. Heineken,193.0,5.8
The Drop Box,5.0,6.2
The Cobbler,565.0,5.5
Crazy Beautiful You,2.0,7.0
California Dreaming,4.0,4.5
The Angels Wash Their Faces,1.0,5.0
Beloved Enemy,2.0,6.3
Blue Collar Comedy Tour: One for the Road,6.0,6.8
Carry On Cowboy,30.0,6.1
Chubasco,0.0,0.0
Dead End,8.0,4.2
Dead on Course,2.0,5.3
Not So Dumb,2.0,3.5
Gidget Goes Hawaiian,4.0,4.6
Heat Wave,4.0,4.5
Heat Wave,0.0,0.0
The House Across the Lake,2.0,6.0
Heaven Is a Playground,2.0,6.5
Angel's Fall,1.0,5.0
Illegally Yours,3.0,4.0
Jailbait!,3.0,4.7
Jailbait,0.0,0.0
Lady from Louisiana,5.0,5.1
My Teacher's Wife,9.0,5.6
The Neighbors,9.0,6.9
Oliver's Story,9.0,5.1
Paid to Kill,4.0,5.9
Patty Hearst,10.0,5.0
Picture Mommy Dead,1.0,5.0
Platoon Leader,9.0,5.3
Shadow on the Wall,3.0,7.0
The Dark Knight,2.0,6.3
Standoff,5.0,4.8
Take Care,30.0,5.6
That Gal...Who Was in That Thing: That Guy 2,1.0,7.0
The Case of the Stuttering Bishop,1.0,5.5
The Case of the Velvet Claws,1.0,7.0
The Discoverers,4.0,5.8
The Gambler and the Lady,3.0,5.5
The Half-Breed,0.0,0.0
The Hollow,10.0,4.6
Don't Let Him In,22.0,3.7
The Life and Mind of Mark DeFriest,2.0,8.5
They Rode West,4.0,3.8
Big and Little Wong Tin Bar,3.0,6.2
Two of a Kind,4.0,6.3
Hotel,14.0,6.1
Alphabet,4.0,6.3
The Tree,0.0,0.0
A Fight for,2.0,8.0
Sailing to Paradise,1.0,5.0
Dyke Hard,2.0,4.5
The Strength of Water,2.0,6.5
Other Girls,0.0,0.0
A Bright Shining Lie,7.0,6.1
Grizzly,26.0,4.9
Silent Sonata,2.0,8.5
Wolfsburg,8.0,6.5
Ice Poison,4.0,7.8
Coast of Death,5.0,6.9
Bill Hicks: Sane Man,13.0,8.2
The Harry Hill Movie,10.0,3.8
The Wrecking Crew,26.0,7.3
Tribulation,2.0,4.5
Who Saw Her Die?,9.0,6.4
India's Daughter,13.0,8.3
Kill Speed,9.0,3.7
8 Minutes Idle,7.0,5.4
Absolute Aggression,1.0,1.0
Mr. Pip,21.0,6.0
Mega Piranha,52.0,3.0
Men in White,2.0,2.5
Black Field,6.0,5.7
Contract Killers,2.0,5.0
Magnificent Presence,63.0,6.6
The Mascot,11.0,7.3
The Suspended Step of the Stork,3.0,7.3
Transmorphers,22.0,2.2
Through the Forest,3.0,6.0
Cardcaptor Sakura: The Sealed Card,24.0,8.0
The Linguists,2.0,8.0
Watch Me When I Kill,3.0,6.7
A Rumor Of War,1.0,0.0
Trackdown,0.0,0.0
Outrage,3.0,5.2
Hell Is a City,7.0,5.8
The Crown Jewels,7.0,5.6
Perfect Friday,5.0,6.9
Pieces of Dreams,0.0,0.0
Devil's Angels,3.0,6.7
The Time Guardian,8.0,4.6
Patrick,63.0,4.6
Ruby Red,330.0,6.6
The Coconut Revolution,0.0,0.0
Poltergeist,924.0,5.0
Pan,979.0,5.9
While We're Young,387.0,5.8
Michael Laudrup: A Football Player,1.0,6.0
Among the Living,4.0,5.4
The Pentagon Papers,8.0,6.0
The Boy,58.0,5.7
Nice People,2.0,9.0
The Circle,34.0,5.5
Baby Snakes,2.0,8.3
Suite Française,284.0,7.1
The Concert for Bangladesh,5.0,7.1
Kitchen in Paris,16.0,6.5
I Walk Alone,11.0,6.2
Too Late for Tears,13.0,6.7
Sitting Target,6.0,7.2
The Infinite Man,13.0,5.9
Insurgent,3921.0,6.2
Dum Laga Ke Haisha,28.0,7.1
Simon & the Oaks,11.0,6.3
Big Game,387.0,5.3
La vérité si je mens !,98.0,6.3
Laissons Lucie faire !,1.0,6.0
Venus & Fleur,3.0,4.7
Fear Over the City,24.0,6.8
Berserk: The Golden Age Arc 2 - The Battle for Doldrey,67.0,7.2
Berserk: The Golden Age Arc 1 - The Egg of the King,105.0,7.1
Berserk: The Golden Age Arc 3 - The Advent,58.0,7.4
Hippocrates,150.0,6.3
The Tenant of Wildfell Hall,3.0,7.0
Glowing Stars,5.0,6.9
The Amazing Screw-On Head,8.0,8.0
Home,1539.0,6.8
The Brave Little Toaster Goes to Mars,12.0,5.8
Flying Home,82.0,5.9
The Detective 2,11.0,6.5
Henry VIII and His Six Wives,5.0,7.4
I giorni contati,2.0,7.0
"Congratulations, It's a Boy!",0.0,0.0
Thief,0.0,0.0
The Hunt for the Unicorn Killer,4.0,5.5
Get Christie Love!,2.0,5.5
Where the Lilies Bloom,2.0,5.3
Shark Kill,1.0,10.0
21 Hours at Munich,2.0,5.0
One in a Million: The Ron LeFlore Story,3.0,5.5
Secrets of a Married Man,1.0,5.0
Something Wicked,16.0,4.6
Midnight Special,705.0,6.2
The Gunman,397.0,5.5
The Disappearance of Eleanor Rigby: Her,61.0,6.6
The Disappearance of Eleanor Rigby: Him,72.0,6.6
The Color of Time,8.0,4.4
Itinerary of a Spoiled Child,23.0,7.6
Escobar: Paradise Lost,281.0,6.1
Joe Hill,6.0,4.9
Maid in Sweden,8.0,4.2
The Corpse,4.0,4.5
Face-Off,3.0,5.5
Goodbye Uncle Tom,11.0,6.5
Baby,49.0,6.4
The Circle,9.0,7.9
Southern Baptist Sissies,1.0,10.0
Vengeance Can Wait,5.0,6.7
Boys,122.0,7.5
Futuro Beach,31.0,6.4
Sal,3.0,4.0
Furious 7,4253.0,7.3
Unfriended,1092.0,5.5
Master of the Universe,14.0,6.9
Sadako 3D,18.0,5.9
Backcountry,159.0,5.8
The Garden of Sinners - Chapter 5: Paradox Spiral,15.0,8.1
The No Mercy Man,3.0,5.7
Au Pair Girls,2.0,4.5
Popsy Pop,0.0,0.0
The Happy Hooker,3.0,5.3
"Little Girl, Big Tease",0.0,0.0
Mako: The Jaws of Death,1.0,5.0
Delta Force 3: The Killing Game,9.0,2.5
Slumber Party '57,0.0,0.0
Schizoid,8.0,5.8
Operation Thunderbolt,3.0,6.7
Muck,35.0,3.5
We Are Still Here,191.0,5.6
The Final Girls,371.0,6.6
The Happy Hooker Goes To Washington,4.0,5.1
Sam's Song,2.0,5.5
Gas Pump Girls,5.0,5.8
The Godsend,13.0,5.4
Hot T-Shirts,1.0,1.0
Lunar Cop,4.0,3.8
Hospital Massacre,16.0,5.3
Lemon Popsicle,12.0,6.6
New Year's Evil,12.0,5.6
Body and Soul,2.0,1.5
A Man Called Sarge,1.0,2.0
"Nana, the True Key of Pleasure",3.0,4.7
Bolero,23.0,3.4
Ghosts Can't Do It,4.0,2.5
Robotech: The Movie,1.0,4.0
Chain of Command,1.0,5.0
The Fruit Machine,4.0,6.3
The Whisperer in Darkness,32.0,6.7
Mata Hari,5.0,3.5
Beauty and the Beast,14.0,6.5
Sleeping Beauty,6.0,7.4
Crack House,0.0,0.0
The Fourth War,9.0,5.3
River of Death,9.0,4.1
Wild 90,1.0,5.0
Maidstone,1.0,5.0
Midnight Ride,2.0,8.0
Street Knight,5.0,7.0
The Stud,6.0,5.0
The Naked Cage,2.0,5.5
No Place to Hide,2.0,5.0
Rescue Me,6.0,5.1
Dancers,1.0,4.0
Fifty/Fifty,4.0,7.3
When the Whales Came,3.0,6.7
Spring,186.0,6.5
Power Rangers,123.0,7.2
Julie Darling,2.0,8.0
The Birthday Party,4.0,5.6
Not My Type,52.0,6.2
Mall,27.0,4.8
Brothers on the Line,0.0,0.0
Beat the Drum,5.0,7.6
Severe Clear,2.0,5.5
"Guru, The Mad Monk",3.0,5.0
Monaco Forever,5.0,2.8
Cymbeline,40.0,3.5
Gorilla Bathes at Noon,2.0,6.8
Trapped in Space,7.0,3.5
Doppelgänger Paul,0.0,0.0
Spiders 2: Breeding Ground,15.0,4.2
McCinsey's Island,4.0,3.3
The Last Chase,6.0,3.8
Petals on the Wind,56.0,6.2
Mr. Troop Mom,4.0,3.8
Balloon Farm,4.0,3.5
In the Shadow,12.0,5.7
Savage Weekend,8.0,4.9
The Comeback,6.0,6.0
Schizo,5.0,6.7
House of Mortal Sin,11.0,6.9
Frightmare,10.0,6.9
House of Whipcord,14.0,6.2
The Flesh and Blood Show,5.0,4.8
Songs She Wrote About People She Knows,0.0,0.0
Guter Junge,0.0,0.0
Child 44,565.0,6.1
Killer Crocodile,7.0,6.6
The Conrad Boys,9.0,5.3
Musikanten,1.0,7.5
The Day I Saw Your Heart,29.0,5.7
Promises in the Dark,0.0,0.0
Champions,3.0,6.0
George Carlin: Life Is Worth Losing,18.0,8.1
Legend No. 17,31.0,6.9
Love and Pigeons,20.0,6.9
The Day That Lasted 21 Years,1.0,8.0
Widows,4.0,4.5
Santo vs. the She-Wolves,0.0,0.0
Light Gradient,5.0,5.6
A Little Chaos,250.0,6.0
In the Name of the Son,6.0,5.9
Innocence,8.0,8.6
Bill W.,1.0,5.0
The Beautiful Story,2.0,8.0
"The Yakuza Papers, Vol. 2: Deadly Fight in Hiroshima",12.0,7.7
"The Yakuza Papers, Vol. 3: Proxy War",11.0,7.2
"The Yakuza Papers, Vol. 5: Final Episode",10.0,6.8
"The Yakuza Papers, Vol. 4: Police Tactics",9.0,6.1
Ballermann 6,11.0,4.2
Execution Squad,2.0,7.5
Get Hard,961.0,5.9
Hellgate,10.0,4.8
Aziz Ansari: Live at Madison Square Garden,47.0,7.0
The Intruders,46.0,4.7
Filmistaan,3.0,7.0
That Sugar Film,61.0,6.5
The Brass Legend,2.0,7.0
But Forever in My Mind,31.0,5.5
Mara and the Firebringer,13.0,5.5
La liga no es cosa de hombres,0.0,0.0
Stargate SG-1: Children of the Gods - Final Cut,67.0,6.9
Die Weihnachtsklempner,0.0,0.0
Dinotopia: Quest for the Ruby Sunstone,5.0,6.0
The Vexxer,33.0,6.3
Santa's Apprentice,6.0,4.9
Vollidiot,25.0,4.3
20 Years After,20.0,2.8
Growing Up and Other Lies,4.0,4.0
Ronal the Barbarian,95.0,6.2
Sex Up Your Life!,4.0,6.4
Forgotten,16.0,5.3
Jesus liebt mich,22.0,5.1
Mount St. Elias,3.0,5.7
Süperseks,0.0,0.0
Benjamin Blümchen - Seine schönsten Abenteuer,0.0,0.0
Cinderella III: A Twist in Time,244.0,6.0
Playground,0.0,0.0
Hui Buh,48.0,5.0
The Little Polar Bear: Lars and the Little Tiger,3.0,6.0
Girls on Top 2,13.0,4.4
Jonas,12.0,5.4
"Mickey, Donald, Goofy: The Three Musketeers",162.0,6.3
Rudolph the Red-Nosed Reindeer: The Movie,35.0,5.8
Russendisko,30.0,5.5
Saving Santa,30.0,5.1
Forget me not,7.0,7.1
Lucky Luke: The Ballad of the Daltons,17.0,6.8
The Brain,37.0,7.1
Casper's Haunted Christmas,42.0,5.0
The Fearless Four,4.0,5.5
A House of Secrets: Exploring 'Dragonwyck',0.0,0.0
Night of the Living Dorks,19.0,5.1
La Planque,4.0,7.9
The First Star,58.0,5.6
Siegfried,12.0,3.7
Superstar Goofy,4.0,4.8
Love Exposure,1.0,3.0
Erkan & Stefan 2,8.0,4.1
Erkan & Stefan 3,8.0,3.8
Flodder 3,18.0,5.3
Tom and Jerry: A Nutcracker Tale,12.0,6.5
Kleines Arschloch - Der Film,17.0,4.7
Manta - Der Film,9.0,3.9
Girls on Top,20.0,4.9
My Führer,24.0,5.2
Stopped on Track,12.0,6.3
Voll Normaaal,14.0,5.0
Werner - Das muss kesseln!!!,18.0,5.7
Werner - Volles Rooäää!!!,22.0,4.8
What a Man,51.0,5.5
7 Dwarves: The Forest Is Not Enough,44.0,4.9
The Fat Spy,4.0,2.5
"Die Bademeister – Weiber, saufen, Leben retten",3.0,2.8
Ants in the Pants 2,26.0,4.1
"Manta, Manta",26.0,4.9
Oscar and the Lady in Pink,26.0,6.7
For a Handful of Kisses,10.0,5.4
Vietnam in HD,6.0,8.1
WWII IN HD,4.0,6.0
Phoenix,147.0,6.4
Parallels,148.0,6.2
Closed Curtain,5.0,7.4
Gentlemen,3.0,6.0
A Second Chance,42.0,6.7
The Mystery of Happiness,5.0,6.3
Dead Rising: Watchtower,143.0,5.0
A Dream of Kings,2.0,4.5
A Man to Remember,0.0,0.0
App,29.0,4.8
Arrow In The Dust,3.0,5.2
Blueberry Hill,1.0,5.0
Born Killers,5.0,5.0
Calling Dr. Kildare,2.0,4.5
Copper Canyon,6.0,4.6
Standby,14.0,6.6
New Year's Day,2.0,5.5
What Men Talk About,46.0,7.6
Three Quarter Moon,7.0,5.3
Ants in the Pants,26.0,4.5
Werner - Gekotzt wird später!,11.0,5.4
Brother Bear 2,318.0,6.3
No More School,20.0,5.5
Forklift Driver Klaus: The First Day on the Job,43.0,8.1
Kein Bund für's Leben,10.0,5.4
"Fire, Ice & Canned Beer",7.0,4.4
The Pirates,45.0,6.4
The Rose of the Rascal,5.0,6.6
Innocence,13.0,4.3
Southside 1-1000,1.0,5.0
The Judge Steps Out,0.0,0.0
Kung Fu Jungle,117.0,6.5
Last Flight Out,0.0,0.0
Heat,5.0,5.2
Superdome,0.0,0.0
Hurricane,1.0,6.0
"Private Vices, Public Virtues",8.0,5.5
The Odd Angry Shot,6.0,7.3
Breaking Point,3.0,4.0
Deep Space,4.0,3.8
Dollar for the Dead,2.0,5.3
Five Miles to Midnight,1.0,6.5
"Go West, Young Lady",1.0,7.0
In God We Tru$t,8.0,5.8
Law and Order,3.0,6.7
Cattle Annie and Little Britches,3.0,5.7
Off the Minnesota Strip,0.0,0.0
Lost in a Harem,4.0,5.6
Somebody Killed Her Husband,2.0,7.5
My Sweet Charlie,0.0,0.0
A Covenant with Death,1.0,7.0
My Blood Runs Cold,0.0,0.0
Six Days in Roswell,1.0,8.0
Patrick,27.0,6.1
Apache Blood,1.0,0.0
Rhubarb,3.0,4.2
Sabrina the Teenage Witch,56.0,5.2
Safe at Home!,2.0,4.5
Shadowheart,3.0,5.2
The Good Old Boys,5.0,5.4
The Great Man Votes,1.0,6.5
The Rig,31.0,3.8
The Unknown Cyclist,1.0,5.0
The Young Rajah,0.0,0.0
Thunderhead - Son of Flicka,1.0,0.0
Dear Murderer,6.0,5.5
Confession of Murder,57.0,7.0
Moby Dick,9.0,7.1
Kill Me Three Times,171.0,5.5
Underwater Dreams,1.0,5.0
Rurouni Kenshin: The Legend Ends,99.0,7.5
Rurouni Kenshin: Kyoto Inferno,113.0,7.4
